			人口	人口	人口	人口	人口	人口	人口	人口	人口	人口
1,788	山口県	2012	1,251,000	180,000	418,000		1,434,337	1,431,000	1,447,499		52.9	47.3
1,789	山口県	2013	1,243,000	177,000	429,000		1,429,968	1,420,000	1,443,146		53.0	47.4
1,790	山口県	2014	1,234,000	174,000	441,000		1,418,451	1,408,000	1,431,540		53.0	47.5
1,791	山口県	2015	1,226,292	170,022	447,862	225,920	1,406,035	1,404,729	1,419,781	672,121	52.7	47.3
1,792	山口県	2016	1,227,000	167,000	458,000		1,394,042	1,394,000	1,408,588		52.7	47.3
1,793	山口県	2017	1,219,000	164,000	462,000		1,380,790	1,383,000	1,396,197		52.6	47.4
1,794	山口県	2018	1,210,000	161,000	465,000		1,366,822	1,370,000	1,383,079		52.6	47.4
1,795	山口県	2019	1,201,000	158,000	466,000		1,352,180	1,358,000	1,369,882		52.5	47.4
1,796	山口県	2020	1,169,949	153,608	459,957	242,944	1,339,070	1,342,059	1,356,144	642,978	52.6	47.4
1,797	山口県	2021	1,177,000	151,000	465,000		1,324,819	1,328,000	1,340,458		52.5	47.4
1,798	山口県	2022	1,166,000	147,000	462,000		1,309,182	1,313,000	1,326,218		52.5	47.5
1,799	山口県	2023	1,155,000	143,000	459,000		1,290,794	1,298,000	1,310,109		52.4	47.6
1,800	山口県	2024	1,143,000	138,000	455,000			1,281,000				
1,801	徳島県	1975	627,554	177,555	86,505	29,188	830,069	805,166		405,817	52.2	47.8
1,802	徳島県	1976	631,000	178,000	88,000		829,273	809,000			52.2	48.0
1,803	徳島県	1977	636,000	177,000	91,000		829,553	813,000			52.0	48.0
1,804	徳島県	1978	641,000	176,000	94,000		833,119	818,000			52.0	47.9
1,805	徳島県	1979	647,000	175,000	97,000		836,235	822,000			51.9	48.1
1,806	徳島県	1980	649,683	175,295	98,904	36,052	837,358	825,261		418,361	52.0	48.0
1,807	徳島県	1981	650,000	176,000	101,000		838,722	827,000			52.0	48.0
1,808	徳島県	1982	654,000	174,000	103,000		839,663	830,000			52.0	48.0
1,809	徳島県	1983	657,000	173,000	105,000		840,833	831,000			52.1	48.0
1,810	徳島県	1984	660,000	171,000	107,000		842,857	834,000			52.0	48.0
1,811	徳島県	1985	664,779	170,062	110,921	44,273	842,908	834,889		418,440	52.1	47.9
1,812	徳島県	1986	669,000	167,000	114,000		843,960	835,000			52.2	47.8
1,813	徳島県	1987	673,000	163,000	117,000		843,471	835,000			52.2	47.8
1,814	徳島県	1988	677,000	159,000	120,000		842,776	834,000			52.3	47.7
1,815	徳島県	1989	680,000	154,000	124,000		841,015	833,000			52.3	47.7
1,816	徳島県	1990	680,172	149,770	129,105	53,753	839,713	831,598		416,174	52.4	47.6
1,817	徳島県	1991	686,000	145,000	135,000		838,285	831,000			52.5	47.5
1,818	徳島県	1992	689,000	141,000	140,000		837,745	830,000			52.5	47.6
1,819	徳島県	1993	693,000	137,000	146,000		837,226	831,000			52.5	47.5
1,820	徳島県	1994	696,000	133,000	151,000		837,913	830,000			52.5	47.6
1,821	徳島県	1995	699,406	132,495	157,461	63,466	837,570	832,427		425,198	52.5	47.5
1,822	徳島県	1996	703,000	129,000	163,000		837,235	831,000			52.5	47.5
1,823	徳島県	1997	706,000	126,000	168,000		836,300	830,000			52.5	47.5
1,824	徳島県	1998	708,000	123,000	174,000		835,781	829,000			52.5	47.5
1,825	徳島県	1999	710,000	119,000	178,000		833,408	827,000			52.5	47.5
1,826	徳島県	2000	706,361	117,217	180,637	76,717	831,241	824,108		410,605	52.5	47.5
1,827	徳島県	2001	708,000	114,000	185,000		829,185	822,000			52.4	47.6
1,828	徳島県	2002	708,000	112,000	189,000		827,086	820,000			52.4	47.6
1,829	徳島県	2003	707,000	110,000	192,000		823,304	818,000			52.4	47.4
1,830	徳島県	2004	706,000	108,000	194,000		818,998	814,000			52.5	47.5
1,831	徳島県	2005	703,955	105,814	197,313	97,619	816,321	809,950		403,257	52.5	47.5
1,832	徳島県	2006	701,000	104,000	201,000		811,678	806,000			52.5	47.4
1,833	徳島県	2007	698,000	102,000	204,000		805,951	800,000			52.5	47.5
1,834	徳島県	2008	694,000	100,000	207,000		800,825	795,000			52.5	47.4
1,835	徳島県	2009	691,000	99,000	210,000		796,897	790,000			52.5	47.5
1,836	徳島県	2010	681,714	96,596	209,926	114,042	791,242	785,491		375,753	52.6	47.4
1,837	徳島県	2011	685,000	95,000	212,000		786,640	780,000			52.6	47.4
1,838	徳島県	2012	681,000	94,000	217,000		780,107	776,000	785,001		52.3	47.4
1,839	徳島県	2013	677,000	93,000	224,000		777,454	770,000	782,342		52.3	47.5
1,840	徳島県	2014	672,000	91,000	230,000		771,627	764,000	776,567		52.4	47.5
1,841	徳島県	2015	658,973	87,030	230,914	119,229	765,106	755,733	770,057	360,970	52.4	47.6
1,842	徳島県	2016	664,000	86,000	238,000		758,844	750,000	764,213		52.4	47.6
1,843	徳島県	2017	659,000	85,000	241,000		751,819	743,000	757,377		52.4	47.6
1,844	徳島県	2018	653,000	83,000	243,000		744,521	736,000	750,519		52.3	47.7
1,845	徳島県	2019	647,000	81,000	245,000		735,974	728,000	742,505		52.3	47.7
1,846	徳島県	2020	614,003	77,129	238,346	122,672	728,509	719,559	735,070	342,700	52.3	47.7
1,847	徳島県	2021	635,000	77,000	247,000		720,701	712,000	726,729		52.2	47.8
1,848	徳島県	2022	628,000	75,000	246,000		711,985	704,000	718,879		52.3	47.7
1,849	徳島県	2023	622,000	74,000	246,000		702,215	695,000	710,012		52.2	47.8
1,850	徳島県	2024	614,000	71,000	245,000			685,000				
1,851	香川県	1975	747,333	213,857	101,376	35,208	968,898	961,292		491,229	52.0	48.0
1,852	香川県	1976	754,000	218,000	105,000		978,323	970,000			52.0	48.0
1,853	香川県	1977	761,000	220,000	109,000		986,374	979,000			51.9	48.1
1,854	香川県	1978	765,000	222,000	112,000		994,717	986,000			51.9	48.1
1,855	香川県	1979	772,000	223,000	116,000		999,852	993,000			52.0	48.1
1,856	香川県	1980	777,322	222,244	119,031	43,446	1,005,764	999,864		511,373	51.9	48.1
1,857	香川県	1981	781,000	225,000	123,000		1,009,348	1,005,000			51.8	48.2
1,858	香川県	1982	786,000	223,000	125,000		1,013,870	1,010,000			51.8	48.1
1,859	香川県	1983	793,000	221,000	128,000		1,017,336	1,014,000			51.9	48.1
1,860	香川県	1984	799,000	219,000	130,000		1,021,067	1,018,000			51.9	48.1
1,861	香川県	1985	807,718	214,695	135,696	54,616	1,024,412	1,022,569		518,631	51.8	48.2
1,862	香川県	1986	814,000	211,000	140,000		1,026,464	1,024,000			51.9	48.1
1,863	香川県	1987	821,000	205,000	144,000		1,027,610	1,024,000			51.9	48.1
1,864	香川県	1988	829,000	198,000	148,000		1,028,500	1,025,000			51.9	48.1
1,865	香川県	1989	836,000	191,000	153,000		1,028,793	1,023,000			51.9	48.1
1,866	香川県	1990	837,730	184,729	157,237	66,959	1,029,395	1,023,412		526,431	52.0	48.0
1,867	香川県	1991	845,000	179,000	164,000		1,029,818	1,023,000			52.0	48.0
1,868	香川県	1992	851,000	173,000	169,000		1,029,544	1,024,000			52.0	48.0
1,869	香川県	1993	857,000	168,000	175,000		1,030,903	1,025,000			51.9	48.0
1,870	香川県	1994	862,000	164,000	181,000		1,032,538	1,026,000			51.9	48.1
1,871	香川県	1995	865,254	161,674	186,850	77,367	1,033,671	1,027,006		549,382	51.9	48.1
1,872	香川県	1996	870,000	158,000	193,000		1,034,032	1,027,000			51.9	48.0
1,873	香川県	1997	874,000	155,000	199,000		1,034,241	1,026,000			51.9	48.1
1,874	香川県	1998	877,000	152,000	205,000		1,035,579	1,025,000			52.0	48.1
1,875	香川県	1999	880,000	149,000	210,000		1,034,554	1,025,000			51.9	48.1
1,876	香川県	2000	874,123	148,215	214,242	93,742	1,033,248	1,022,890		536,755	51.9	48.1
1,877	香川県	2001	877,000	145,000	220,000		1,031,470	1,022,000			52.0	48.0
1,878	香川県	2002	877,000	143,000	225,000		1,031,185	1,020,000			52.0	48.0
1,879	香川県	2003	878,000	142,000	228,000		1,029,356	1,018,000			52.0	48.0
1,880	香川県	2004	878,000	140,000	231,000		1,027,405	1,016,000			52.0	48.0
1,881	香川県	2005	871,254	139,505	235,508	117,327	1,026,088	1,012,400		522,456	52.0	48.0
1,882	香川県	2006	871,000	138,000	241,000		1,023,074	1,009,000			51.9	48.1
1,883	香川県	2007	868,000	137,000	245,000		1,019,333	1,006,000			51.9	48.1
1,884	香川県	2008	866,000	137,000	249,000		1,016,540	1,003,000			51.8	48.2
1,885	香川県	2009	864,000	135,000	254,000		1,012,755	999,000			51.9	48.1
1,886	香川県	2010	848,696	131,670	253,245	134,428	1,009,794	995,842		493,285	51.8	48.2
1,887	香川県	2011	860,000	131,000	258,000		1,006,488	992,000			51.7	48.2
1,888	香川県	2012	859,000	131,000	268,000		1,002,650	989,000	1,010,707		51.8	48.2
1,889	香川県	2013	856,000	129,000	277,000		1,001,667	985,000	1,010,028		51.8	48.2
1,890	香川県	2014	853,000	128,000	286,000		996,717	981,000	1,005,570		51.7	48.3
1,891	香川県	2015	834,140	122,324	286,296	143,189	992,511	976,263	1,002,173	471,475	51.6	48.4
1,892	香川県	2016	850,000	122,000	297,000		987,146	972,000	997,811		51.6	48.5
1,893	香川県	2017	847,000	120,000	301,000		981,673	967,000	993,205		51.7	48.4
1,894	香川県	2018	843,000	119,000	303,000		974,869	962,000	987,336		51.8	48.4
1,895	香川県	2019	840,000	117,000	305,000		967,202	956,000	981,280		51.7	48.4
1,896	香川県	2020	814,589	113,757	296,533	152,901	959,812	950,244	973,922	459,289	51.7	48.3
1,897	香川県	2021	829,000	113,000	303,000		951,962	942,000	964,885		51.7	48.3
1,898	香川県	2022	824,000	110,000	302,000		942,034	934,000	956,787		51.7	48.3
1,899	香川県	2023	818,000	107,000	301,000		931,557	926,000	948,585		51.6	48.4
1,900	香川県	2024	813,000	104,000	301,000			917,000				
1,901	愛媛県	1975	1,121,171	343,882	152,344	53,898	1,492,131	1,465,215		706,386	52.4	47.6
1,902	愛媛県	1976	1,134,000	341,000	156,000		1,502,622	1,476,000			52.3	47.7
1,903	愛媛県	1977	1,147,000	339,000	161,000		1,511,026	1,486,000			52.4	47.7
1,904	愛媛県	1978	1,157,000	336,000	165,000		1,516,357	1,493,000			52.3	47.7
1,905	愛媛県	1979	1,168,000	332,000	171,000		1,520,871	1,500,000			52.3	47.7
1,906	愛媛県	1980	1,165,130	341,262	174,729	65,535	1,528,494	1,506,637		737,289	52.3	47.7
1,907	愛媛県	1981	1,166,000	345,000	179,000		1,529,776	1,512,000			52.3	47.7
1,908	愛媛県	1982	1,172,000	343,000	183,000		1,533,702	1,517,000			52.3	47.7
1,909	愛媛県	1983	1,178,000	341,000	188,000		1,535,656	1,522,000			52.3	47.6
1,910	愛媛県	1984	1,184,000	338,000	191,000		1,538,367	1,526,000			52.4	47.6
1,911	愛媛県	1985	1,204,012	325,958	198,044	80,663	1,539,168	1,529,983		750,098	52.4	47.6
1,912	愛媛県	1986	1,210,000	319,000	204,000		1,539,783	1,528,000			52.4	47.5
1,913	愛媛県	1987	1,218,000	310,000	211,000		1,536,140	1,525,000			52.5	47.5
1,914	愛媛県	1988	1,227,000	300,000	219,000		1,534,515	1,522,000			52.6	47.4
1,915	愛媛県	1989	1,235,000	290,000	227,000		1,532,473	1,519,000			52.6	47.4
1,916	愛媛県	1990	1,233,130	280,919	232,726	96,686	1,532,006	1,515,025		748,538	52.7	47.3
1,917	愛媛県	1991	1,243,000	270,000	242,000		1,526,981	1,513,000			52.7	47.3
1,918	愛媛県	1992	1,250,000	261,000	251,000		1,526,033	1,511,000			52.7	47.3
1,919	愛媛県	1993	1,256,000	253,000	261,000		1,525,078	1,508,000			52.7	47.3
1,920	愛媛県	1994	1,262,000	246,000	271,000		1,525,484	1,508,000			52.7	47.3
1,921	愛媛県	1995	1,261,091	245,563	278,691	112,143	1,523,471	1,506,700		771,038	52.7	47.3
1,922	愛媛県	1996	1,267,000	238,000	288,000		1,521,648	1,505,000			52.7	47.3
1,923	愛媛県	1997	1,273,000	231,000	297,000		1,520,642	1,503,000			52.8	47.2
1,924	愛媛県	1998	1,277,000	224,000	306,000		1,517,190	1,501,000			52.8	47.2
1,925	愛媛県	1999	1,279,000	218,000	314,000		1,511,855	1,496,000			52.8	47.2
1,926	愛媛県	2000	1,273,267	219,340	320,078	138,253	1,508,842	1,493,092		746,937	52.8	47.2
1,927	愛媛県	2001	1,278,000	213,000	328,000		1,505,047	1,490,000			52.8	47.2
1,928	愛媛県	2002	1,279,000	208,000	336,000		1,502,496	1,485,000			52.9	47.1
1,929	愛媛県	2003	1,280,000	203,000	341,000		1,496,929	1,481,000			52.9	47.1
1,930	愛媛県	2004	1,279,000	199,000	344,000		1,490,831	1,475,000			52.8	47.1
1,931	愛媛県	2005	1,266,737	200,270	351,990	173,836	1,486,946	1,467,815		726,201	52.9	47.1
1,932	愛媛県	2006	1,265,000	196,000	360,000		1,479,775	1,460,000			52.9	47.1
1,933	愛媛県	2007	1,261,000	191,000	366,000		1,471,510	1,453,000			52.9	47.1
1,934	愛媛県	2008	1,256,000	188,000	370,000		1,464,307	1,445,000			52.9	47.1
1,935	愛媛県	2009	1,252,000	184,000	376,000		1,457,950	1,438,000			53.0	47.0
1,936	愛媛県	2010	1,237,582	185,179	378,591	200,551	1,450,262	1,431,493		702,615	53.0	47.0
1,937	愛媛県	2011	1,239,000	184,000	382,000		1,441,291	1,423,000			52.9	47.1
1,938	愛媛県	2012	1,234,000	181,000	393,000		1,431,445	1,415,000	1,440,117		52.9	47.1
1,939	愛媛県	2013	1,227,000	178,000	404,000		1,427,866	1,405,000	1,436,527		52.9	47.2
1,940	愛媛県	2014	1,219,000	176,000	415,000		1,417,179	1,395,000	1,426,367		52.8	47.2
1,941	愛媛県	2015	1,193,297	169,110	417,186	212,899	1,405,873	1,385,262	1,415,997	672,543	52.8	47.2
1,942	愛媛県	2016	1,208,000	167,000	432,000		1,394,413	1,375,000	1,405,325		52.8	47.3
1,943	愛媛県	2017	1,199,000	164,000	437,000		1,382,748	1,364,000	1,394,339		52.9	47.4
1,944	愛媛県	2018	1,190,000	162,000	441,000		1,369,853	1,352,000	1,381,761		52.9	47.5
1,945	愛媛県	2019	1,181,000	159,000	442,000		1,355,720	1,339,000	1,369,131		52.9	47.6
1,946	愛媛県	2020	1,146,017	153,764	434,279	226,536	1,343,022	1,334,841	1,356,343	624,645	52.6	47.4
1,947	愛媛県	2021	1,170,000	151,000	444,000		1,329,828	1,321,000	1,341,539		52.5	47.5
1,948	愛媛県	2022	1,159,000	147,000	443,000		1,313,876	1,306,000	1,327,185		52.5	47.5
1,949	愛媛県	2023	1,148,000	143,000	441,000		1,296,344	1,291,000	1,312,298		52.5	47.5
1,950	愛媛県	2024	1,137,000	138,000	440,000			1,276,000				
1,951	高知県	1975	634,881	173,005	98,752	37,519	825,154	808,397		415,904	52.6	47.4
1,952	高知県	1976	642,000	172,000	101,000		830,171	814,000			52.5	47.5
1,953	高知県	1977	647,000	171,000	103,000		834,295	819,000			52.4	47.6
1,954	高知県	1978	654,000	169,000	106,000		839,035	824,000			52.3	47.6
1,955	高知県	1979	660,000	168,000	109,000		841,269	829,000			52.4	47.6
1,956	高知県	1980	656,896	173,649	109,116	43,979	843,771	831,275		431,857	52.3	47.7
1,957	高知県	1981	656,000	176,000	111,000		845,136	833,000			52.3	47.7
1,958	高知県	1982	658,000	175,000	113,000		846,969	836,000			52.4	47.6
1,959	高知県	1983	661,000	174,000	116,000		847,250	838,000			52.4	47.5
1,960	高知県	1984	663,000	172,000	117,000		847,486	839,000			52.4	47.4
1,961	高知県	1985	669,926	168,580	121,759	50,927	846,383	839,784		427,768	52.6	47.4
1,962	高知県	1986	673,000	165,000	125,000		845,921	838,000			52.6	47.4
1,963	高知県	1987	677,000	160,000	129,000		843,734	836,000			52.6	47.4
1,964	高知県	1988	680,000	155,000	132,000		841,591	833,000			52.7	47.3
1,965	高知県	1989	683,000	149,000	137,000		837,984	830,000			52.8	47.2
1,966	高知県	1990	677,503	144,276	141,508	59,743	834,554	825,034		421,527	52.8	47.2
1,967	高知県	1991	682,000	140,000	147,000		831,166	822,000			52.9	47.1
1,968	高知県	1992	683,000	135,000	152,000		827,982	819,000			52.9	47.0
1,969	高知県	1993	684,000	131,000	157,000		826,812	817,000			53.0	47.1
1,970	高知県	1994	686,000	128,000	162,000		826,309	817,000			52.9	47.0
1,971	高知県	1995	690,175	125,833	167,967	69,399	825,995	816,704		432,453	52.9	47.1
1,972	高知県	1996	692,000	123,000	173,000		824,410	816,000			52.9	47.1
1,973	高知県	1997	694,000	120,000	178,000		822,812	816,000			52.9	47.1
1,974	高知県	1998	695,000	117,000	183,000		821,199	816,000			52.9	47.1
1,975	高知県	1999	696,000	114,000	186,000		819,252	815,000			52.9	47.1
1,976	高知県	2000	700,779	111,740	191,729	85,451	817,869	813,949		415,896	52.8	47.2
1,977	高知県	2001	703,000	110,000	196,000		816,054	812,000			52.8	47.2
1,978	高知県	2002	703,000	108,000	199,000		813,237	810,000			52.8	47.2
1,979	高知県	2003	701,000	106,000	202,000		809,554	806,000			52.9	47.1
1,980	高知県	2004	700,000	104,000	203,000		804,721	802,000			52.9	47.1
1,981	高知県	2005	693,742	102,421	206,375	106,354	799,121	796,292		402,232	53.0	47.0
1,982	高知県	2006	689,000	100,000	210,000		792,419	790,000			53.0	47.0
1,983	高知県	2007	684,000	97,000	213,000		784,038	783,000			53.0	46.9
1,984	高知県	2008	679,000	95,000	215,000		777,080	775,000			53.2	47.0
1,985	高知県	2009	674,000	93,000	218,000		772,401	769,000			53.1	46.9
1,986	高知県	2010	665,688	92,798	218,148	120,356	766,426	764,456		363,786	53.0	47.0
1,987	高知県	2011	667,000	91,000	220,000		759,680	758,000			53.0	47.0
1,988	高知県	2012	662,000	89,000	226,000		752,845	752,000	755,994		52.9	46.8
1,989	高知県	2013	657,000	88,000	232,000		750,927	745,000	754,275		52.9	46.8
1,990	高知県	2014	651,000	86,000	237,000		743,616	738,000	747,122		52.8	46.9
1,991	高知県	2015	637,617	83,884	237,012	123,892	736,391	728,276	740,059	340,040	52.9	47.1
1,992	高知県	2016	638,000	82,000	242,000		728,616	721,000	732,535		53.0	47.0
1,993	高知県	2017	633,000	80,000	244,000		721,032	714,000	725,289		52.9	47.2
1,994	高知県	2018	627,000	79,000	245,000		713,006	706,000	717,480		53.0	47.2
1,995	高知県	2019	621,000	77,000	246,000		704,396	698,000	709,230		52.9	47.3
1,996	高知県	2020	603,987	74,946	241,787	129,793	696,782	691,527	701,531	321,639	52.8	47.2
1,997	高知県	2021	610,000	74,000	245,000		688,979	684,000	693,369		52.8	47.2
1,998	高知県	2022	604,000	72,000	244,000		679,769	676,000	684,964		52.7	47.3
1,999	高知県	2023	597,000	70,000	242,000		669,657	666,000	675,623		52.7	47.4
2,000	高知県	2024	588,000	67,000	240,000			656,000				
2,001	福岡県	1975	3,288,592	1,002,084	354,847	116,502	4,289,597	4,292,963		1,992,399	51.8	48.2
2,002	福岡県	1976	3,340,000	1,018,000	370,000		4,345,571	4,353,000			51.7	48.3
2,003	福岡県	1977	3,391,000	1,030,000	388,000		4,394,813	4,411,000			51.7	48.3
2,004	福岡県	1978	3,437,000	1,039,000	405,000		4,442,339	4,460,000			51.7	48.3
2,005	福岡県	1979	3,481,000	1,045,000	422,000		4,485,348	4,506,000			51.7	48.3
2,006	福岡県	1980	3,499,544	1,049,782	426,495	150,002	4,526,120	4,553,461		2,110,105	51.7	48.3
2,007	福岡県	1981	3,535,000	1,060,000	441,000		4,568,095	4,594,000			51.7	48.3
2,008	福岡県	1982	3,579,000	1,054,000	454,000		4,607,298	4,632,000			51.7	48.3
2,009	福岡県	1983	3,622,000	1,048,000	467,000		4,639,557	4,667,000			51.8	48.2
2,010	福岡県	1984	3,663,000	1,039,000	478,000		4,666,815	4,697,000			51.8	48.2
2,011	福岡県	1985	3,689,498	1,028,211	499,228	193,618	4,690,559	4,719,259		2,195,789	51.9	48.1
2,012	福岡県	1986	3,728,000	1,012,000	516,000		4,708,880	4,741,000			51.9	48.1
2,013	福岡県	1987	3,764,000	991,000	535,000		4,724,089	4,756,000			52.0	48.0
2,014	福岡県	1988	3,807,000	965,000	555,000		4,742,282	4,773,000			52.0	48.0
2,015	福岡県	1989	3,852,000	938,000	578,000		4,758,186	4,793,000			52.1	47.9
2,016	福岡県	1990	3,885,747	910,356	597,869	243,063	4,777,458	4,811,050		2,284,076	52.1	47.9
2,017	福岡県	1991	3,938,000	892,000	627,000		4,800,029	4,834,000			52.2	47.8
2,018	福岡県	1992	3,979,000	874,000	653,000		4,824,483	4,859,000			52.2	47.8
2,019	福岡県	1993	4,019,000	856,000	680,000		4,849,431	4,885,000			52.2	47.8
2,020	福岡県	1994	4,057,000	839,000	710,000		4,873,171	4,909,000			52.2	47.8
2,021	福岡県	1995	4,111,044	815,170	728,574	289,282	4,895,201	4,933,393		2,460,879	52.2	47.8
2,022	福岡県	1996	4,152,000	800,000	757,000		4,919,931	4,952,000			52.2	47.8
2,023	福岡県	1997	4,186,000	784,000	786,000		4,940,435	4,971,000			52.3	47.7
2,024	福岡県	1998	4,219,000	770,000	813,000		4,955,439	4,990,000			52.3	47.7
2,025	福岡県	1999	4,247,000	753,000	837,000		4,967,686	5,002,000			52.3	47.7
2,026	福岡県	2000	4,263,370	742,740	870,290	364,212	4,979,227	5,015,699		2,467,669	52.4	47.6
2,027	福岡県	2001	4,300,000	732,000	900,000		4,990,494	5,030,000			52.4	47.6
2,028	福岡県	2002	4,319,000	724,000	928,000		5,001,592	5,039,000			52.5	47.5
2,029	福岡県	2003	4,333,000	718,000	950,000		5,010,859	5,045,000			52.5	47.5
2,030	福岡県	2004	4,346,000	712,000	970,000		5,014,179	5,050,000			52.5	47.5
2,031	福岡県	2005	4,324,408	701,195	997,798	461,940	5,028,026	5,049,908		2,480,747	52.6	47.4
2,032	福岡県	2006	4,352,000	702,000	1,033,000		5,030,311	5,057,000			52.6	47.4
2,033	福岡県	2007	4,355,000	701,000	1,062,000		5,030,818	5,061,000			52.7	47.3
2,034	福岡県	2008	4,353,000	702,000	1,084,000		5,031,870	5,062,000			52.7	47.3
2,035	福岡県	2009	4,352,000	702,000	1,111,000		5,038,574	5,064,000			52.8	47.2
2,036	福岡県	2010	4,351,308	684,124	1,123,376	552,905	5,043,494	5,071,968		2,455,412	52.8	47.2
2,037	福岡県	2011	4,392,000	687,000	1,144,000		5,049,457	5,079,000			52.8	47.2
2,038	福岡県	2012	4,398,000	687,000	1,186,000		5,053,473	5,085,000	5,105,427		52.8	47.2
2,039	福岡県	2013	4,403,000	687,000	1,230,000		5,063,541	5,090,000	5,118,813		52.8	47.3
2,040	福岡県	2014	4,405,000	687,000	1,279,000		5,063,272	5,091,000	5,120,197		52.9	47.3
2,041	福岡県	2015	4,362,619	676,045	1,304,764	627,705	5,062,751	5,101,556	5,122,448	2,379,910	52.8	47.2
2,042	福岡県	2016	4,428,000	677,000	1,357,000		5,062,176	5,104,000	5,126,389		52.8	47.4
2,043	福岡県	2017	4,432,000	675,000	1,384,000		5,059,737	5,107,000	5,130,773		52.9	47.4
2,044	福岡県	2018	4,434,000	674,000	1,408,000		5,055,178	5,107,000	5,131,305		52.9	47.5
2,045	福岡県	2019	4,433,000	670,000	1,425,000		5,047,263	5,104,000	5,129,841		53.0	47.6
2,046	福岡県	2020	4,306,495	662,179	1,395,142	699,717	5,044,077	5,135,214	5,124,259	2,361,108	52.7	47.3
2,047	福岡県	2021	4,462,000	661,000	1,445,000		5,033,204	5,124,000	5,108,507		52.7	47.3
2,048	福岡県	2022	4,462,000	654,000	1,449,000		5,016,870	5,116,000	5,104,921		52.6	47.4
2,049	福岡県	2023	4,459,000	644,000	1,452,000		4,997,249	5,103,000	5,095,379		52.6	47.4
2,050	福岡県	2024	4,460,000	632,000	1,456,000			5,092,000				
2,051	佐賀県	1975	635,480	202,122	90,026	30,967	852,927	837,674		407,640	52.9	47.1
2,052	佐賀県	1976	643,000	199,000	93,000		857,522	842,000			52.9	47.3
2,053	佐賀県	1977	650,000	197,000	96,000		862,417	848,000			52.7	47.3
2,054	佐賀県	1978	658,000	195,000	100,000		866,645	854,000			52.6	47.3
2,055	佐賀県	1979	665,000	194,000	104,000		871,497	860,000			52.6	47.4
2,056	佐賀県	1980	664,906	200,620	102,377	37,969	875,760	865,574		430,418	52.5	47.5
2,057	佐賀県	1981	666,000	203,000	105,000		878,414	869,000			52.6	47.5
2,058	佐賀県	1982	670,000	201,000	107,000		881,347	873,000			52.6	47.4
2,059	佐賀県	1983	674,000	200,000	109,000		883,384	876,000			52.5	47.5
2,060	佐賀県	1984	676,000	199,000	110,000		882,931	878,000			52.6	47.5
2,061	佐賀県	1985	683,876	196,114	114,353	46,521	882,656	880,013		434,732	52.6	47.4
2,062	佐賀県	1986	686,000	194,000	117,000		883,204	880,000			52.6	47.4
2,063	佐賀県	1987	690,000	191,000	120,000		884,092	880,000			52.6	47.4
2,064	佐賀県	1988	694,000	186,000	124,000		883,271	880,000			52.7	47.3
2,065	佐賀県	1989	698,000	181,000	128,000		882,466	879,000			52.8	47.2
2,066	佐賀県	1990	699,906	177,614	132,972	56,236	881,525	877,851		438,878	52.8	47.2
2,067	佐賀県	1991	704,000	174,000	138,000		881,078	878,000			52.7	47.2
2,068	佐賀県	1992	708,000	170,000	143,000		881,828	879,000			52.8	47.2
2,069	佐賀県	1993	712,000	166,000	147,000		882,878	880,000			52.7	47.3
2,070	佐賀県	1994	717,000	163,000	152,000		884,897	883,000			52.7	47.3
2,071	佐賀県	1995	724,000	160,307	157,329	64,702	885,599	884,316		459,209	52.7	47.3
2,072	佐賀県	1996	728,000	157,000	162,000		885,513	884,000			52.7	47.4
2,073	佐賀県	1997	731,000	154,000	167,000		885,175	882,000			52.7	47.3
2,074	佐賀県	1998	734,000	150,000	171,000		883,960	881,000			52.7	47.2
2,075	佐賀県	1999	737,000	147,000	175,000		883,511	879,000			52.7	47.2
2,076	佐賀県	2000	732,483	144,028	179,132	78,328	882,639	876,654		451,432	52.7	47.3
2,077	佐賀県	2001	735,000	141,000	183,000		880,665	876,000			52.7	47.3
2,078	佐賀県	2002	736,000	138,000	187,000		878,797	874,000			52.7	47.3
2,079	佐賀県	2003	737,000	135,000	190,000		877,040	872,000			52.9	47.1
2,080	佐賀県	2004	737,000	132,000	192,000		873,978	870,000			52.9	47.1
2,081	佐賀県	2005	733,972	131,969	196,108	97,821	872,302	866,369		449,091	52.9	47.1
2,082	佐賀県	2006	734,000	129,000	200,000		868,562	863,000			52.8	47.0
2,083	佐賀県	2007	733,000	126,000	203,000		864,738	860,000			52.9	47.1
2,084	佐賀県	2008	732,000	124,000	205,000		862,156	856,000			52.9	47.1
2,085	佐賀県	2009	731,000	121,000	207,000		859,400	853,000			52.9	47.0
2,086	佐賀県	2010	723,302	123,447	208,096	113,027	855,968	849,788		436,916	52.9	47.1
2,087	佐賀県	2011	724,000	123,000	209,000		853,363	847,000			52.9	47.1
2,088	佐賀県	2012	723,000	121,000	214,000		849,230	843,000	853,341		53.0	47.2
2,089	佐賀県	2013	720,000	120,000	219,000		848,040	840,000	852,285		53.0	47.3
2,090	佐賀県	2014	716,000	118,000	225,000		843,124	835,000	847,424		52.9	47.3
2,091	佐賀県	2015	712,354	116,122	229,335	120,241	837,914	832,832	842,457	427,864	52.8	47.2
2,092	佐賀県	2016	714,000	115,000	236,000		832,834	828,000	837,977		52.8	47.2
2,093	佐賀県	2017	711,000	113,000	240,000		827,606	824,000	833,272		52.8	47.3
2,094	佐賀県	2018	708,000	112,000	244,000		822,443	819,000	828,781		52.7	47.4
